AÑO,ARTICULO,GRAMOS POR PERSONAS,ENERO,FEBRERO,MARZO,ABRIL,MAYO,JUNIO,JULIO,AGOSTO,SEPTIEMBRE,OCTUBRE,NOVIEMBRE,DICIEMBRE
2023,Leche Fluida *,31,0.034,0.0347,0.0341,0.0332,0.0347,0.0332,0.034,0.0348,0.0343,0.0343,0.0332,0.034
2023,Frutas 3_ /,16,0.0157,0.0162,0.0162,0.0161,0.0165,0.0168,0.0171,0.0172,0.0173,0.0182,0.0179,0.0179
2023,Costo mensual por familia**,0,185.2632,187.0798,188.7335,190.0981,188.8447,188.894,193.9843,189.0221,192.27,193.4763,189.3866,186.0795
2024,2024,2024,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0
2024,Tortillas,402,0.6748,0.6747,0.6669,0.6465,0.6336,0.6362,0.6438,0.6212,0.618,0.6195,0.6196,0.6459
2024,Arroz,39,0.0594,0.0591,0.059,0.0583,0.0594,0.06,0.0613,0.0616,0.0622,0.0614,0.0608,0.061
2024,Carnes 1_ /,14,0.1162,0.1168,0.117,0.1176,0.1171,0.1153,0.1174,0.1178,0.1176,0.1178,0.1173,0.1171
2024,Grasas 2 _ /,14,0.0501,0.0497,0.0499,0.0502,0.0499,0.0498,0.0497,0.0489,0.0488,0.0485,0.0486,0.0487
2024,Huevos,30,0.1216,0.1205,0.1179,0.1169,0.1167,0.1165,0.114,0.1151,0.116,0.1159,0.1171,0.1162
2024,Leche Fluida *,31,0.0325,0.0347,0.0325,0.0338,0.0355,0.0355,0.0336,0.0336,0.0332,0.0332,0.0336,0.0336
2024,Frutas 3_ /,16,0.0179,0.018,0.0174,0.0181,0.0168,0.018,0.0178,0.0189,0.0176,0.0173,0.017,0.0166
2024,Frijoles,60,0.1705,0.1694,0.1669,0.1697,0.1701,0.1688,0.17,0.1691,0.1651,0.1583,0.1571,0.1589
2024,Azúcar,65,0.0738,0.0742,0.0743,0.0743,0.0749,0.0749,0.0752,0.0751,0.0751,0.0752,0.0753,0.0751
2025,Tortillas,402,0.6511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,Arroz,39,0.0615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,Carnes 1_ /,14,0.1175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,Grasas 2 _ /,14,0.0482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,Huevos,30,0.1131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,Leche Fluida *,31,0.0343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,Frutas 3_ /,16,0.0173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,Frijoles,60,0.1624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,Azúcar,65,0.0748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,Costo diario por persona,0,1.2802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,más 10% (cocción),0,1.4082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
