AÑO,ARTICULO,GRAMOS POR PERSONAS,ENERO,FEBRERO,MARZO,ABRIL,MAYO,JUNIO,JULIO,AGOSTO,SEPTIEMBRE,OCTUBRE,NOVIEMBRE,DICIEMBRE
2022,Grasas 2 _ /,14,0.0413,0.042,0.0423,0.0436,0.0459,0.0458,0.0468,0.0481,0.0482,0.0494,0.0501,0.0506
2022,Huevos,30,0.0989,0.0971,0.0945,0.0957,0.1003,0.1046,0.1069,0.1027,0.1023,0.107,0.1106,0.1093
2022,Leche Fluida *,31,0.0275,0.0289,0.03,0.031,0.032,0.0327,0.0309,0.0327,0.0328,0.032,0.0334,0.0326
2022,Frutas 3_ /,16,0.0132,0.013,0.0142,0.0136,0.0135,0.0138,0.0139,0.0142,0.0141,0.0138,0.014,0.0144
2022,Frijoles,60,0.1226,0.1249,0.1281,0.1283,0.1361,0.1444,0.1424,0.1459,0.1448,0.1514,0.1586,0.1579
2022,Azúcar,65,0.0731,0.0732,0.0737,0.0734,0.0733,0.0743,0.0738,0.0731,0.0733,0.0739,0.0738,0.073
2022,Costo diario por persona,0,1.1177,1.1132,1.1263,1.1661,1.1621,1.2359,1.2667,1.2766,1.2375,1.3043,1.3051,1.2914
2022,más 10% (cocción),0,1.2295,1.2245,1.2389,1.2827,1.2783,1.3595,1.3934,1.4043,1.3613,1.4347,1.4356,1.4205
2022,Costo diario por familia de 4.26 miembros,0,5.2377,5.2166,5.2777,5.4643,5.4454,5.7913,5.9357,5.9822,5.7991,6.1118,6.1157,6.0513
2022,Costo mensual por familia**,0,157.132,156.4966,158.3306,163.9286,163.3632,173.7395,178.0716,179.4674,173.9719,183.3553,183.4719,181.5402
2023,Grasas 2 _ /,14,0.0508,0.0502,0.0503,0.0511,0.0495,0.0504,0.051,0.0497,0.05,0.0501,0.0505,0.0497
2023,Huevos,30,0.1109,0.1164,0.1168,0.1182,0.1191,0.1166,0.1149,0.1128,0.113,0.1144,0.1171,0.1215
2023,Leche Fluida *,31,0.034,0.0347,0.0341,0.0332,0.0347,0.0332,0.034,0.0348,0.0343,0.0343,0.0332,0.034
2023,Frutas 3_ /,16,0.0157,0.0162,0.0162,0.0161,0.0165,0.0168,0.0171,0.0172,0.0173,0.0182,0.0179,0.0179
2023,Frijoles,60,0.1649,0.1718,0.171,0.1688,0.1698,0.1717,0.1784,0.1775,0.1775,0.1774,0.1752,0.1722
2023,Azúcar,65,0.0731,0.0731,0.0731,0.0735,0.0736,0.0739,0.0741,0.0737,0.0738,0.074,0.0738,0.0744
2023,Costo diario por persona,0,1.3178,1.3308,1.3425,1.3522,1.3433,1.3437,1.3799,1.3446,1.3677,1.3763,1.3472,1.3237
2023,más 10% (cocción),0,1.4496,1.4638,1.4768,1.4875,1.4777,1.478,1.5179,1.479,1.5045,1.5139,1.4819,1.456
2023,Costo diario por familia de 4.26 miembros,0,6.1754,6.236,6.2911,6.3366,6.2948,6.2965,6.4661,6.3007,6.409,6.4492,6.3129,6.2027
2023,Costo mensual por familia**,0,185.2632,187.0798,188.7335,190.0981,188.8447,188.894,193.9843,189.0221,192.27,193.4763,189.3866,186.0795
2024,2024,2024,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0
2024,Huevos,30,0.1216,0.1205,0.1179,0.1169,0.1167,0.1165,0.114,0.1151,0.116,0.1159,0.1171,0.1162
2024,Leche Fluida *,31,0.0325,0.0347,0.0325,0.0338,0.0355,0.0355,0.0336,0.0336,0.0332,0.0332,0.0336,0.0336
2024,Frutas 3_ /,16,0.0179,0.018,0.0174,0.0181,0.0168,0.018,0.0178,0.0189,0.0176,0.0173,0.017,0.0166
2024,Frijoles,60,0.1705,0.1694,0.1669,0.1697,0.1701,0.1688,0.17,0.1691,0.1651,0.1583,0.1571,0.1589
2024,Azúcar,65,0.0738,0.0742,0.0743,0.0743,0.0749,0.0749,0.0752,0.0751,0.0751,0.0752,0.0753,0.0751
2024,Costo diario por persona,0,1.3168,1.3172,1.3019,1.2854,1.2739,1.275,1.2829,1.2613,1.2535,1.2472,1.2464,1.2733
2024,más 10% (cocción),0,1.4485,1.4489,1.4321,1.4139,1.4013,1.4025,1.4111,1.3874,1.3788,1.372,1.3711,1.4006
2024,Costo diario por familia de 4.26 miembros,0,6.1705,6.1722,6.1007,6.0232,5.9694,5.9745,6.0115,5.9105,5.8738,5.8446,5.8408,5.9666
2024,Costo mensual por familia**,0,185.1154,185.1664,183.0198,180.6959,179.0809,179.2342,180.3448,177.3143,176.2131,175.3366,175.2226,178.9994
2025,2025,2025,2025.0,2025.0,2025.0,2025.0,2025.0,2025.0,2025.0,2025.0,2025.0,2025.0,2025.0,2025.0
2025,Tortillas,402,0.6511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,Leche Fluida *,31,0.0343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,Frutas 3_ /,16,0.0173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,Frijoles,60,0.1624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,Azúcar,65,0.0748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,Costo diario por persona,0,1.2802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,más 10% (cocción),0,1.4082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,Costo diario por familia de 4.26 miembros,0,5.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,Costo mensual por familia**,0,179.9692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
